Data;Descrição;Valor;;Banco;;Tipo de Despesa;;Mês;Ano;Dia;Grupo de Dias;Gasto Excessivo
18/05/2024;Uber *Uber *Trip;R$ 6,72;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;sábado;Final de Semana;Dentro da Média
18/05/2024;Uber *Uber *Trip;R$ 3,70;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;sábado;Final de Semana;Dentro da Média
19/05/2024;Navegantes Bar e Pet;R$ 109,78;LAZER;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Acima da Média
19/05/2024;Uber *Uber *Trip;R$ 11,57;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
19/05/2024;Uber *Uber *Trip;R$ 22,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
19/05/2024;Uber *Uber *Trip;R$ 8,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
19/05/2024;Uber *Uber *Trip;R$ 19,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
19/05/2024;Uber *Uber *Trip;R$ 12,44;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
20/05/2024;Pb*Samsung;R$ 9,90;COMPRAS;Nubank;Crédito;Variável;Willian;maio;2024;segunda-feira;Dias Úteis;Dentro da Média
21/05/2024;Uber *Uber *Trip;R$ 10,24;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;terça-feira;Dias Úteis;Dentro da Média
24/05/2024;Uber *Uber *Trip;R$ 4,31;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;sexta-feira;Final de Semana;Dentro da Média
25/05/2024;Uber *Uber *Trip;R$ 19,99;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;sábado;Final de Semana;Dentro da Média
25/05/2024;Uber *Uber *Trip;R$ 4,28;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;sábado;Final de Semana;Dentro da Média
26/05/2024;Uber *Uber *Trip;R$ 24,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
26/05/2024;Uber *Uber *Trip;R$ 13,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;domingo;Final de Semana;Dentro da Média
27/05/2024;Uber *Uber *Trip;R$ 19,95;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;segunda-feira;Dias Úteis;Dentro da Média
27/05/2024;Uber *Uber *Trip;R$ 11,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;segunda-feira;Dias Úteis;Dentro da Média
27/05/2024;Uber *Uber *Trip;R$ 7,20;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;segunda-feira;Dias Úteis;Dentro da Média
27/05/2024;Uber *Uber *Trip;R$ 4,69;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;segunda-feira;Dias Úteis;Dentro da Média
27/05/2024;DES: Selma Batista da Silv 25/05;R$ 5,00;OUTROS;Bradesco;A vista;Variável;Willian;maio;2024;segunda-feira;Dias Úteis;Dentro da Média
28/05/2024;Uber *Uber *Trip;R$ 4,71;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;terça-feira;Dias Úteis;Dentro da Média
28/05/2024;Uber *Uber *Trip;R$ 18,54;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;terça-feira;Dias Úteis;Dentro da Média
28/05/2024;Uber *Uber *Trip;R$ 1,86;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;terça-feira;Dias Úteis;Dentro da Média
30/05/2024;Uber *Uber *Trip;R$ 2,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;maio;2024;quinta-feira;Dias Úteis;Dentro da Média
01/06/2024;Uber *Uber *Trip;R$ 7,63;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
06/06/2024;DES: Maria de Lourdes da S 06/06;R$ 41,50;OUTROS;Bradesco;A vista;Variável;Willian;junho;2024;quinta-feira;Dias Úteis;Acima da Média
07/06/2024;DES: MARCILENE DA CONCEICA 07/06;R$ 250,00;EMPRESTIMO;Bradesco;A vista;Fixa;Willian;junho;2024;sexta-feira;Final de Semana;Acima da Média
07/06/2024;DES: ECLEMILDA PEREIRA DA 07/06;R$ 372,72;COMPRAS;Bradesco;A vista;Fixa;Willian;junho;2024;sexta-feira;Final de Semana;Acima da Média
07/06/2024;DES: Anderson Gomes Cunha 07/06;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
08/06/2024;Amazon Marketplace - Parcela 2/12;R$ 31,79;COMPRAS;Nubank;Crédito;Fixa;Mallu;junho;2024;sábado;Final de Semana;Acima da Média
08/06/2024;Cartola Pro - Parcela 3/8;R$ 6,23;COMPRAS;Nubank;Crédito;Fixa;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
08/06/2024;Ebn *Shein - Parcela 4/4;R$ 67,42;MODA;Nubank;Crédito;Fixa;Mallu;junho;2024;sábado;Final de Semana;Acima da Média
08/06/2024;Htm*e.B.A - Esta - Parcela 2/12;R$ 54,69;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;junho;2024;sábado;Final de Semana;Acima da Média
08/06/2024;Pp *Rosaimperia - Parcela 3/5;R$ 73,61;MODA;Nubank;Crédito;Fixa;Mallu;junho;2024;sábado;Final de Semana;Acima da Média
08/06/2024;Hobby Bichos Geisel - Parcela 2/3;R$ 56,67;PET;Nubank;Crédito;Fixa;Willian;junho;2024;sábado;Final de Semana;Acima da Média
08/06/2024;Farmacia Pague Menos - Parcela 3/5;R$ 25,89;SAUDE;Nubank;Crédito;Fixa;Mallu;junho;2024;sábado;Final de Semana;Dentro da Média
08/06/2024;Uber *Uber *Trip;R$ 14,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
09/06/2024;Panificadora Prazeres;R$ 6,00;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Pag*Antoniomarcos;R$ 6,00;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Google Storage;R$ 7,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Mp *Melimais;R$ 17,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Lojao Mb;R$ 59,00;COMPRAS;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Acima da Média
09/06/2024;Uber *Uber *Trip;R$ 27,98;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Uber *Uber *Trip;R$ 3,99;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Uber *Uber *Trip;R$ 16,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Uber *Uber *Trip;R$ 9,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
09/06/2024;Uber *Uber *Trip;R$ 29,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Acima da Média
09/06/2024;Uber *Uber *Trip;R$ 4,01;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
10/06/2024;Jlbebidas;R$ 4,00;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Pg *Ton Sandra Varie;R$ 8,50;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Padaria Delicia das Ma;R$ 1,60;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Mp *Hbomaxassin;R$ 24,43;ASSINATURAS;Nubank;Crédito;Fixa;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Amazonprimebr;R$ 19,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Cantocriador;R$ 18,50;PET;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Diniz Farma;R$ 24,00;SAUDE;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Uber *Uber *Trip;R$ 19,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/06/2024;Uber *Uber *Trip;R$ 22,02;TRANSPORTE;Nubank;Crédito;Variável;Mallu;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
11/06/2024;Totalpass;R$ 59,90;ACADEMIA;Nubank;Crédito;Fixa;Willian;junho;2024;terça-feira;Dias Úteis;Acima da Média
11/06/2024;Ifd*Atlantida Panifica;R$ 19,38;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;terça-feira;Dias Úteis;Dentro da Média
11/06/2024;Apple.Com/Bill;R$ 14,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;junho;2024;terça-feira;Dias Úteis;Dentro da Média
11/06/2024;Uber *Uber *Trip;R$ 19,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;terça-feira;Dias Úteis;Dentro da Média
11/06/2024;Uber *Uber *Trip;R$ 4,46;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;terça-feira;Dias Úteis;Dentro da Média
11/06/2024;DES: ENERGISA 11/06;R$ 125,49;LUZ;Bradesco;A vista;Fixa;Willian;junho;2024;terça-feira;Dias Úteis;Acima da Média
12/06/2024;Dm *Spotify;R$ 11,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
12/06/2024;Amazon;R$ 82,62;COMPRAS;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Acima da Média
12/06/2024;Uber *Uber *Trip;R$ 14,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
12/06/2024;Uber *Uber *Trip;R$ 19,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
13/06/2024;Ebn*Adobe;R$ 69,00;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;junho;2024;quinta-feira;Dias Úteis;Acima da Média
13/06/2024;Google Storage;R$ 7,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;junho;2024;quinta-feira;Dias Úteis;Dentro da Média
13/06/2024;Uber *Uber *Trip;R$ 17,98;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quinta-feira;Dias Úteis;Dentro da Média
13/06/2024;Uber *Uber *Trip;R$ 19,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quinta-feira;Dias Úteis;Dentro da Média
14/06/2024;Ifd*Nacional Chicken C;R$ 59,98;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Acima da Média
14/06/2024;Uber *Uber *Trip;R$ 19,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
14/06/2024;DES: Michel Nascimento Tri 14/06;R$ 8,60;OUTROS;Bradesco;A vista;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
15/06/2024;Aj Fitness;R$ 20,00;ACADEMIA;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
15/06/2024;Egcn Cvv2*Assine06142;R$ 19,80;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;junho;2024;sábado;Final de Semana;Dentro da Média
15/06/2024;Parcelamento de Fatura - Parcela 1/3;R$ 133,00;FINANCIAMENTO;Nubank;Crédito;Fixa;Willian;junho;2024;sábado;Final de Semana;Acima da Média
15/06/2024;BRISANET;R$ 122,50;INTERNET;Nubank;Crédito;Fixa;Willian;junho;2024;sábado;Final de Semana;Acima da Média
15/06/2024;Tim;R$ 34,67;TELEFONE;Nubank;Crédito;Fixa;Willian;junho;2024;sábado;Final de Semana;Acima da Média
15/06/2024;Uber *Uber *Trip;R$ 8,14;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
16/06/2024;Panificadora Prazeres;R$ 17,00;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
16/06/2024;Terraco Cafe Mangabeir;R$ 63,00;LAZER;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Acima da Média
16/06/2024;Uber *Uber *Trip;R$ 11,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
16/06/2024;Uber *Uber *Trip;R$ 17,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
17/06/2024;Ifd*Ifood.Com Agencia;R$ 4,95;ALIMENTACAO;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
17/06/2024;Pg *Ton Connect Barb;R$ 47,00;MODA;Nubank;Crédito;Fixa;Willian;junho;2024;segunda-feira;Dias Úteis;Acima da Média
17/06/2024;Uber - NuPay;R$ 8,25;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;segunda-feira;Dias Úteis;Dentro da Média
18/06/2024;Uber - NuPay;R$ 4,78;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;terça-feira;Dias Úteis;Dentro da Média
19/06/2024;Uber - NuPay;R$ 5,04;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
19/06/2024;Uber - NuPay;R$ 5,47;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
19/06/2024;Uber - NuPay;R$ 9,98;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
21/06/2024;Uber - NuPay;R$ 4,98;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
21/06/2024;Uber - NuPay;R$ 14,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
23/06/2024;Uber - NuPay;R$ 16,33;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
23/06/2024;Uber - NuPay;R$ 19,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
23/06/2024;Uber - NuPay;R$ 14,99;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;domingo;Final de Semana;Dentro da Média
25/06/2024;Uber - NuPay;R$ 19,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;terça-feira;Dias Úteis;Dentro da Média
25/06/2024;DES: MARIA EDUARDA RAMOS D 23/06;R$ 5,00;OUTROS;Bradesco;A vista;Variável;Willian;junho;2024;terça-feira;Dias Úteis;Dentro da Média
26/06/2024;Uber - NuPay;R$ 2,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
26/06/2024;Uber - NuPay;R$ 4,49;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;quarta-feira;Dias Úteis;Dentro da Média
28/06/2024;Uber - NuPay;R$ 14,95;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
28/06/2024;Uber - NuPay;R$ 4,54;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
28/06/2024;Uber - NuPay;R$ 4,54;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
28/06/2024;DES: MARIA XIQUE XIQUE CAS 28/06;R$ 2,94;ALIMENTACAO;Bradesco;A vista;Variável;Willian;junho;2024;sexta-feira;Final de Semana;Dentro da Média
29/06/2024;Uber - NuPay;R$ 32,90;TRANSPORTE;Nubank;Crédito;Variável;Mallu;junho;2024;sábado;Final de Semana;Acima da Média
29/06/2024;Uber - NuPay;R$ 9,96;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
29/06/2024;Uber - NuPay;R$ 9,92;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
29/06/2024;Uber - NuPay;R$ 9,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;junho;2024;sábado;Final de Semana;Dentro da Média
01/07/2024;Uber - NuPay;R$ 4,26;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
01/07/2024;Uber - NuPay;R$ 17,92;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
01/07/2024;Dm*Spotify;R$ 11,90;TRANSPORTE;Nubank;Crédito;Fixa;Mallu;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
03/07/2024;Uber - NuPay;R$ 7,39;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quarta-feira;Dias Úteis;Dentro da Média
03/07/2024;Google Storage;R$ 7,99;TRANSPORTE;Nubank;Crédito;Fixa;Willian;julho;2024;quarta-feira;Dias Úteis;Dentro da Média
04/07/2024;Uber - NuPay;R$ 4,24;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quinta-feira;Dias Úteis;Dentro da Média
04/07/2024;Uber - NuPay;R$ 4,36;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quinta-feira;Dias Úteis;Dentro da Média
04/07/2024;Uber - NuPay;R$ 17,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quinta-feira;Dias Úteis;Dentro da Média
05/07/2024;Uber - NuPay;R$ 4,48;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
05/07/2024;DES: Maria Emanuelly da Si 05/07;R$ 23,00;OUTROS;Bradesco;A vista;Variável;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
06/07/2024;Uber - NuPay;R$ 19,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
08/07/2024;Uber - NuPay;R$ 4,63;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
08/07/2024;Cartola Pro - Parcela 4/8;R$ 6,23;COMPRAS;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
08/07/2024;Amazon Marketplace - Parcela 3/12;R$ 31,79;COMPRAS;Nubank;Crédito;Fixa;Mallu;julho;2024;segunda-feira;Dias Úteis;Acima da Média
08/07/2024;Htm*e.B.A - Esta - Parcela 3/12;R$ 54,69;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
08/07/2024;Farmacia Pague Menos - Parcela 4/5;R$ 25,89;SAUDE;Nubank;Crédito;Fixa;Mallu;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
08/07/2024;Pp *Rosaimperia - Parcela 4/5;R$ 73,61;MODA;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
08/07/2024;Uber - NuPay;R$ 14,80;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
08/07/2024;Hobby Bichos Geisel - Parcela 3/3;R$ 56,67;PET;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
08/07/2024;Parcelamento de Fatura - Parcela 2/3;R$ 133,00;EMPRESTIMO;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
08/07/2024;Uber - NuPay;R$ 4,50;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
08/07/2024;DES: MARCILENE DA CONCEICA 06/07;R$ 150,00;EMPRESTIMO;Bradesco;A vista;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
08/07/2024;DES: Anderson Gomes Cunha 06/07;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
08/07/2024;DES: ARLE ADRIANO DOS SANT 08/07;R$ 7,00;OUTROS;Bradesco;A vista;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
10/07/2024;Uber - NuPay;R$ 4,60;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quarta-feira;Dias Úteis;Dentro da Média
12/07/2024;Uber - NuPay;R$ 14,94;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
12/07/2024;Amazonprimebr;R$ 19,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
12/07/2024;Uber - NuPay;R$ 4,53;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
12/07/2024;Totalpass;R$ 59,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;julho;2024;sexta-feira;Final de Semana;Acima da Média
12/07/2024;Uber - NuPay;R$ 9,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
13/07/2024;Mp *Hbomaxassin;R$ 24,43;ASSINATURAS;Nubank;Crédito;Fixa;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
13/07/2024;Apple.Com/Bill;R$ 14,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;julho;2024;sábado;Final de Semana;Dentro da Média
13/07/2024;Google One;R$ 7,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
13/07/2024;Ec *Melimais;R$ 17,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
15/07/2024;Adobe;R$ 69,00;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;julho;2024;segunda-feira;Dias Úteis;Acima da Média
15/07/2024;CAGEPA - Parcela 1/2;R$ 49,94;AGUA;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
15/07/2024;Uber - NuPay;R$ 4,82;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
15/07/2024;Pag*Celialanches;R$ 34,00;ALIMENTACAO;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
15/07/2024;Cantocriador;R$ 23,00;PET;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
15/07/2024;Uber - NuPay;R$ 11,69;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
17/07/2024;Uber - NuPay;R$ 16,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quarta-feira;Dias Úteis;Dentro da Média
17/07/2024;Brisanet*Internet;R$ 109,80;INTERNET;Nubank;Crédito;Fixa;Willian;julho;2024;quarta-feira;Dias Úteis;Acima da Média
17/07/2024;Uber - NuPay;R$ 13,92;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quarta-feira;Dias Úteis;Dentro da Média
18/07/2024;ENERGISAPARAIBA DISTE ENESA - Parcela 1/2;R$ 65,77;LUZ;Nubank;Crédito;Fixa;Willian;julho;2024;quinta-feira;Dias Úteis;Acima da Média
20/07/2024;Uber - NuPay;R$ 7,27;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
20/07/2024;Tim - Parcela 1/2;R$ 36,53;TELEFONE;Nubank;Crédito;Fixa;Willian;julho;2024;sábado;Final de Semana;Acima da Média
21/07/2024;Polyanna Sousa - Parcela 1/6;R$ 22,47;COMPRAS;Nubank;Crédito;Fixa;Mallu;julho;2024;domingo;Final de Semana;Dentro da Média
21/07/2024;Uber - NuPay;R$ 19,98;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;domingo;Final de Semana;Dentro da Média
21/07/2024;Uber - NuPay;R$ 19,99;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;domingo;Final de Semana;Dentro da Média
22/07/2024;Uber - NuPay;R$ 19,90;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
22/07/2024;Uber - NuPay;R$ 4,32;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
22/07/2024;Natura Propria - Manga - Parcela 1/4;R$ 39,96;COMPRAS;Nubank;Crédito;Fixa;Mallu;julho;2024;segunda-feira;Dias Úteis;Acima da Média
22/07/2024;Sorveteria Flor Di Lat;R$ 10,99;ALIMENTACAO;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
22/07/2024;Food - Parcela 1/4;R$ 10,90;ALIMENTACAO;Nubank;Crédito;Fixa;Willian;julho;2024;segunda-feira;Dias Úteis;Dentro da Média
22/07/2024;Terraco Cafe Mangabeir;R$ 61,00;ALIMENTACAO;Nubank;Crédito;Variável;Willian;julho;2024;segunda-feira;Dias Úteis;Acima da Média
23/07/2024;Htm*Trilha em da - Parcela 1/11;R$ 7,29;EDUCAÇÃO;Nubank;Crédito;Fixa;Willian;julho;2024;terça-feira;Dias Úteis;Dentro da Média
23/07/2024;Uber - NuPay;R$ 9,93;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;terça-feira;Dias Úteis;Dentro da Média
24/07/2024;Studio Hard Fitness S;R$ 20,00;ACADEMIA;Nubank;Crédito;Fixa;Willian;julho;2024;quarta-feira;Dias Úteis;Dentro da Média
25/07/2024;Uber - NuPay;R$ 4,42;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;quinta-feira;Dias Úteis;Dentro da Média
26/07/2024;Uber - NuPay;R$ 19,92;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sexta-feira;Final de Semana;Dentro da Média
27/07/2024;Uber - NuPay;R$ 9,93;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
27/07/2024;Dl*Sheincom - Parcela 1/5;R$ 61,53;MODA;Nubank;Crédito;Fixa;Mallu;julho;2024;sábado;Final de Semana;Acima da Média
27/07/2024;Uber - NuPay;R$ 9,91;TRANSPORTE;Nubank;Crédito;Variável;Willian;julho;2024;sábado;Final de Semana;Dentro da Média
