Data;Descrição;Valor;;Banco;;Tipo de Despesa;;Mês;Ano;Dia;Grupo de Dias;Gasto Excessivo
04/10/2023;Bolo cristiano;R$ 10,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;outubro;2023;quarta-feira;Dias Úteis;Dentro da Média
05/10/2023;Apple.Com/Bill;R$ 4,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
05/10/2023;racao nelson;R$ 20,00;PET;Bradesco;A vista;Variável;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
05/10/2023;farmacia;R$ 42,76;SAUDE;Bradesco;A vista;Variável;Willian;outubro;2023;quinta-feira;Dias Úteis;Acima da Média
05/10/2023;Maxim;R$ 15,40;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
05/10/2023;uber (mallu);R$ 12,00;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
05/10/2023;uber;R$ 14,97;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
06/10/2023;Fire stick amazon;R$ 97,00;COMPRAS;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Acima da Média
07/10/2023;chocolate mallu;R$ 6,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;outubro;2023;sábado;Final de Semana;Dentro da Média
07/10/2023;spotify;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;outubro;2023;sábado;Final de Semana;Dentro da Média
07/10/2023;Smith 09/12;R$ 29,90;ASSINATURAS;Bradesco;A vista;Fixa;Willian;outubro;2023;sábado;Final de Semana;Acima da Média
07/10/2023;Troca da bateria (eclemilda) 3/3;R$ 53,33;COMPRAS;Bradesco;A vista;Fixa;Willian;outubro;2023;sábado;Final de Semana;Acima da Média
07/10/2023;Tarcio Memoria ram 5/5;R$ 38,00;COMPRAS;Bradesco;A vista;Fixa;Willian;outubro;2023;sábado;Final de Semana;Acima da Média
07/10/2023;Brisanet;R$ 99,90;INTERNET;Bradesco;A vista;Fixa;Willian;outubro;2023;sábado;Final de Semana;Acima da Média
07/10/2023;Tim;R$ 60,23;TELEFONE;Bradesco;A vista;Fixa;Willian;outubro;2023;sábado;Final de Semana;Acima da Média
08/10/2023;Mangabeira - 2/4;R$ 93,74;COMPRAS;Nubank;Crédito;Fixa;Willian;outubro;2023;domingo;Final de Semana;Acima da Média
08/10/2023;Shopee*Shopee - 3/3;R$ 23,15;COMPRAS;Nubank;Crédito;Fixa;Willian;outubro;2023;domingo;Final de Semana;Dentro da Média
08/10/2023;Kabine Store - 3/4;R$ 33,00;MODA;Nubank;Crédito;Fixa;Mallu;outubro;2023;domingo;Final de Semana;Acima da Média
08/10/2023;Ebn *Shein - 4/4;R$ 31,08;MODA;Nubank;Crédito;Fixa;Willian;outubro;2023;domingo;Final de Semana;Acima da Média
08/10/2023;Kabine Store - 4/5;R$ 20,00;MODA;Nubank;Crédito;Fixa;Mallu;outubro;2023;domingo;Final de Semana;Dentro da Média
08/10/2023;Shopee*155238246331735 - 2/3;R$ 27,55;COMPRAS;Nubank;Crédito;Fixa;Willian;outubro;2023;domingo;Final de Semana;Dentro da Média
08/10/2023;Farmacias Pague Menos - 3/5;R$ 51,19;SAUDE;Nubank;Crédito;Fixa;Mallu;outubro;2023;domingo;Final de Semana;Acima da Média
09/10/2023;dindin;R$ 2,50;ALIMENTACAO;Bradesco;A vista;Variável;Willian;outubro;2023;segunda-feira;Dias Úteis;Dentro da Média
09/10/2023;Google Storage;R$ 6,99;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;outubro;2023;segunda-feira;Dias Úteis;Dentro da Média
09/10/2023;Ebn *Shein - 1/6;R$ 48,50;MODA;Nubank;Crédito;Fixa;Willian;outubro;2023;segunda-feira;Dias Úteis;Acima da Média
09/10/2023;Maxim;R$ 7,80;TRANSPORTE;Neon;Crédito;Fixa;Willian;outubro;2023;segunda-feira;Dias Úteis;Dentro da Média
09/10/2023;Uber;R$ 31,90;TRANSPORTE;Neon;Crédito;Fixa;Willian;outubro;2023;segunda-feira;Dias Úteis;Acima da Média
09/10/2023;Uber;R$ 12,94;TRANSPORTE;Neon;Crédito;Fixa;Willian;outubro;2023;segunda-feira;Dias Úteis;Dentro da Média
10/10/2023;Amazonprimebr;R$ 14,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;outubro;2023;terça-feira;Dias Úteis;Dentro da Média
10/10/2023;pefume;R$ 100,00;COMPRAS;Bradesco;A vista;Variável;Mãe;outubro;2023;terça-feira;Dias Úteis;Acima da Média
10/10/2023;dindin;R$ 5,00;COMPRAS;Bradesco;A vista;Variável;Willian;outubro;2023;terça-feira;Dias Úteis;Dentro da Média
10/10/2023;Mallu desenrola br;R$ 100,00;EMPRESTIMO;Bradesco;A vista;Fixa;Mallu;outubro;2023;terça-feira;Dias Úteis;Acima da Média
11/10/2023;Luz;R$ 99,00;LUZ;Bradesco;A vista;Fixa;Willian;outubro;2023;quarta-feira;Dias Úteis;Acima da Média
12/10/2023;agua de coco;R$ 5,00;ALIMENTACAO;Bradesco;A vista;Variável;Mallu;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
12/10/2023;chocolate mallu;R$ 5,00;ALIMENTACAO;Bradesco;A vista;Variável;Mallu;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
12/10/2023;Guarda sol;R$ 30,00;COMPRAS;Bradesco;A vista;Variável;Willian;outubro;2023;quinta-feira;Dias Úteis;Acima da Média
12/10/2023;kanga;R$ 40,00;COMPRAS;Bradesco;A vista;Variável;Mallu;outubro;2023;quinta-feira;Dias Úteis;Acima da Média
12/10/2023;Uber;R$ 17,91;TRANSPORTE;Neon;Crédito;Fixa;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
12/10/2023;Uber;R$ 13,92;TRANSPORTE;Neon;Crédito;Fixa;Willian;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
13/10/2023;Apple.Com/Bill;R$ 0,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
13/10/2023;Adobe;R$ 69,00;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;outubro;2023;sexta-feira;Final de Semana;Acima da Média
13/10/2023;ração gato;R$ 18,50;PET;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
13/10/2023;Uber;R$ 14,94;TRANSPORTE;Neon;Crédito;Fixa;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
15/10/2023;Demerge Bras*Spotify;R$ 11,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;outubro;2023;domingo;Final de Semana;Dentro da Média
15/10/2023;Pg *Ton Parada Fitne - 1/3;R$ 29,66;MODA;Nubank;Crédito;Fixa;Mallu;outubro;2023;domingo;Final de Semana;Acima da Média
16/10/2023;Total Pass;R$ 59,90;ACADEMIA;Neon;Crédito;Fixa;Willian;outubro;2023;segunda-feira;Dias Úteis;Acima da Média
16/10/2023;shadow of mordor;R$ 4,49;GAMES;Bradesco;A vista;Variável;Willian;outubro;2023;segunda-feira;Dias Úteis;Dentro da Média
17/10/2023;cachorro quente;R$ 7,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;outubro;2023;terça-feira;Dias Úteis;Dentro da Média
17/10/2023;Apple.Com/Bill;R$ 4,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;outubro;2023;terça-feira;Dias Úteis;Dentro da Média
20/10/2023;Barbeiro;R$ 25,00;MODA;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
20/10/2023;uber;R$ 13,94;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
20/10/2023;uber;R$ 14,97;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
21/10/2023;Sandra Catchup;R$ 13,00;ALIMENTACAO;Bradesco;A vista;Variável;Mallu;outubro;2023;sábado;Final de Semana;Dentro da Média
22/10/2023;Salgado sandra;R$ 7,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;outubro;2023;domingo;Final de Semana;Dentro da Média
22/10/2023;Emprestimo mallu;R$ 3,00;EMPRESTIMO;Bradesco;A vista;Fixa;Mallu;outubro;2023;domingo;Final de Semana;Dentro da Média
23/10/2023;Maxim;R$ 12,00;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;segunda-feira;Dias Úteis;Dentro da Média
26/10/2023;Emprestimo mallu;R$ 10,00;EMPRESTIMO;Bradesco;A vista;Fixa;Mallu;outubro;2023;quinta-feira;Dias Úteis;Dentro da Média
27/10/2023;ração gato;R$ 7,00;PET;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
27/10/2023;Maxim;R$ 14,80;TRANSPORTE;Bradesco;A vista;Variável;Willian;outubro;2023;sexta-feira;Final de Semana;Dentro da Média
31/10/2023;Dm*Spotify;R$ 11,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;outubro;2023;terça-feira;Dias Úteis;Dentro da Média
01/11/2023;Mp *Melimais;R$ 14,99;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Dentro da Média
02/11/2023;ração gato;R$ 10,00;PET;Bradesco;A vista;Variável;Willian;novembro;2023;quinta-feira;Dias Úteis;Dentro da Média
03/11/2023;Cafeteria;R$ 10,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;novembro;2023;sexta-feira;Final de Semana;Dentro da Média
03/11/2023;Google Storage;R$ 6,99;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;novembro;2023;sexta-feira;Final de Semana;Dentro da Média
04/11/2023;Ebn *Shein - 1/5;R$ 25,33;MODA;Nubank;Crédito;Fixa;Willian;novembro;2023;sábado;Final de Semana;Dentro da Média
05/11/2023;Apple.Com/Bill;R$ 4,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2023;domingo;Final de Semana;Dentro da Média
06/11/2023;Amazonprimebr;R$ 14,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;novembro;2023;segunda-feira;Dias Úteis;Dentro da Média
07/11/2023;uber;R$ 19,99;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;terça-feira;Dias Úteis;Dentro da Média
07/11/2023;Uber (pendência);R$ 60,00;TRANSPORTE;Bradesco;A vista;Variável;Willian;novembro;2023;terça-feira;Dias Úteis;Acima da Média
08/11/2023;spotify;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Dentro da Média
08/11/2023;Smith 10/12;R$ 29,90;ASSINATURAS;Bradesco;A vista;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;Eclemilda (tv) 1/5;R$ 86,00;COMPRAS;Bradesco;A vista;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;Kabine Store - 4/4;R$ 33,00;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;Ebn *Shein - 2/5;R$ 25,33;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2023;quarta-feira;Dias Úteis;Dentro da Média
08/11/2023;Kabine Store - 5/5;R$ 20,00;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2023;quarta-feira;Dias Úteis;Dentro da Média
08/11/2023;Shopee*155238246331735 - 3/3;R$ 27,55;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Dentro da Média
08/11/2023;Pg *Ton Parada Fitne - 2/3;R$ 29,67;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;Ebn *Shein - 2/6;R$ 48,50;MODA;Nubank;Crédito;Fixa;Mallu;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;Mangabeira - 3/4;R$ 93,74;COMPRAS;Nubank;Crédito;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;internet;R$ 100,00;INTERNET;Bradesco;A vista;Fixa;Willian;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
08/11/2023;Farmacias Pague Menos - 4/5;R$ 51,19;SAUDE;Nubank;Crédito;Fixa;Mallu;novembro;2023;quarta-feira;Dias Úteis;Acima da Média
09/11/2023;uber;R$ 14,06;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;quinta-feira;Dias Úteis;Dentro da Média
10/11/2023;Apple.Com/Bill;R$ 12,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;novembro;2023;sexta-feira;Final de Semana;Dentro da Média
10/11/2023;Maxim;R$ 10,40;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;sexta-feira;Final de Semana;Dentro da Média
12/11/2023;Pizza Mestre Geisel;R$ 167,70;LAZER;Nubank;Crédito;Variável;Willian;novembro;2023;domingo;Final de Semana;Acima da Média
12/11/2023;Pague Menos - 1/2;R$ 47,39;SAUDE;Nubank;Crédito;Fixa;Willian;novembro;2023;domingo;Final de Semana;Acima da Média
12/11/2023;uber;R$ 10,23;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;domingo;Final de Semana;Dentro da Média
12/11/2023;uber;R$ 15,61;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;domingo;Final de Semana;Dentro da Média
13/11/2023;Adobe;R$ 69,00;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;novembro;2023;segunda-feira;Dias Úteis;Acima da Média
13/11/2023;guireli  (almoco);R$ 23,49;LAZER;Neon;Crédito;Variável;Willian;novembro;2023;segunda-feira;Dias Úteis;Dentro da Média
14/11/2023;uber;R$ 13,99;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;terça-feira;Dias Úteis;Dentro da Média
16/11/2023;microsoft game pass;R$ 1,00;ASSINATURAS;Neon;Crédito;Fixa;Willian;novembro;2023;quinta-feira;Dias Úteis;Dentro da Média
16/11/2023;Hobby Bichos Geisel;R$ 60,00;PET;Nubank;Crédito;Variável;Willian;novembro;2023;quinta-feira;Dias Úteis;Acima da Média
17/11/2023;Apple.Com/Bill;R$ 4,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;novembro;2023;sexta-feira;Final de Semana;Dentro da Média
17/11/2023;uber;R$ 13,95;TRANSPORTE;Neon;Crédito;Variável;Willian;novembro;2023;sexta-feira;Final de Semana;Dentro da Média
18/11/2023;Hobby Bichos Geisel - 1/4;R$ 75,00;PET;Nubank;Crédito;Fixa;Willian;novembro;2023;sábado;Final de Semana;Acima da Média
22/11/2023;Uber *Uber *Trip;R$ 14,97;TRANSPORTE;Nubank;Crédito;Variável;Willian;novembro;2023;quarta-feira;Dias Úteis;Dentro da Média
04/12/2023;amazon prime;R$ 14,90;ASSINATURAS;Neon;Crédito;Fixa;Willian;dezembro;2023;segunda-feira;Dias Úteis;Dentro da Média
07/12/2023;marcia;R$ 3,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2023;quinta-feira;Dias Úteis;Dentro da Média
08/12/2023;Ebn *Shein - 3/5;R$ 25,33;MODA;Nubank;Crédito;Fixa;Mallu;dezembro;2023;sexta-feira;Final de Semana;Dentro da Média
08/12/2023;Ebn *Shein - 3/6;R$ 48,50;MODA;Nubank;Crédito;Fixa;Mallu;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
08/12/2023;Pg *Ton Parada Fitne - 3/3;R$ 29,67;MODA;Nubank;Crédito;Fixa;Mallu;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
08/12/2023;Mangabeira - 4/4;R$ 93,74;COMPRAS;Nubank;Crédito;Fixa;Willian;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
08/12/2023;seu antonio;R$ 33,00;LAZER;Nubank;A vista;Variável;Willian;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
08/12/2023;Barbeiro;R$ 25,00;MODA;Bradesco;A vista;Fixa;Willian;dezembro;2023;sexta-feira;Final de Semana;Dentro da Média
08/12/2023;Hobby Bichos Geisel - 2/4;R$ 75,00;PET;Nubank;Crédito;Fixa;Willian;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
08/12/2023;Farmacias Pague Menos - 5/5;R$ 51,19;SAUDE;Nubank;Crédito;Fixa;Mallu;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
08/12/2023;Pague Menos - 2/2;R$ 47,38;SAUDE;Nubank;Crédito;Fixa;Willian;dezembro;2023;sexta-feira;Final de Semana;Acima da Média
09/12/2023;sorvete nenis;R$ 8,00;ALIMENTACAO;Neon;A vista;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;acai emporio;R$ 4,00;ALIMENTACAO;Neon;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;epitacio pessoa drive;R$ 8,50;ALIMENTACAO;Neon;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Google Storage;R$ 6,99;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Cacau Show;R$ 47,70;LAZER;Nubank;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Acima da Média
09/12/2023;Havaianas Mangabeira S - 1/3;R$ 23,67;MODA;Nubank;Crédito;Fixa;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Maria Mae de Amor;R$ 66,99;COMPRAS;Nubank;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Acima da Média
09/12/2023;chefiabotequim;R$ 30,00;LAZER;Neon;A vista;Variável;Willian;dezembro;2023;sábado;Final de Semana;Acima da Média
09/12/2023;Seu Antonio;R$ 10,00;LAZER;Nubank;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Seu Antonio;R$ 59,50;LAZER;Nubank;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Acima da Média
09/12/2023;Canto criador;R$ 10,00;PET;Neon;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Pag*Drdogranito - 1/2;R$ 50,00;SAUDE;Nubank;Crédito;Fixa;Willian;dezembro;2023;sábado;Final de Semana;Acima da Média
09/12/2023;Uber *Uber *Trip;R$ 3,15;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Uber *Uber *Trip;R$ 24,94;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Uber *Uber *Trip;R$ 16,92;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Uber *Uber *Trip;R$ 8,99;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;Uber;R$ 10,23;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
09/12/2023;uber pending;R$ 19,99;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
10/12/2023;Apple.Com/Bill;R$ 12,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2023;domingo;Final de Semana;Dentro da Média
11/12/2023;uber pending;R$ 44,90;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;segunda-feira;Dias Úteis;Acima da Média
12/12/2023;Eclemilda (tv) 2/5;R$ 86,00;COMPRAS;Bradesco;A vista;Fixa;Willian;dezembro;2023;terça-feira;Dias Úteis;Acima da Média
12/12/2023;Celular Eclemilda 1/10;R$ 283,24;GAMES;Bradesco;A vista;Fixa;Willian;dezembro;2023;terça-feira;Dias Úteis;Acima da Média
13/12/2023;Adobe;R$ 69,00;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
13/12/2023;Dm*Spotify;R$ 11,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2023;quarta-feira;Dias Úteis;Dentro da Média
14/12/2023;Uber *Uber *Trip;R$ 13,95;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;quinta-feira;Dias Úteis;Dentro da Média
15/12/2023;Uber trip;R$ 8,93;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;sexta-feira;Final de Semana;Dentro da Média
15/12/2023;Uber trip;R$ 8,92;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;sexta-feira;Final de Semana;Dentro da Média
16/12/2023;Apple.Com/Bill;R$ 4,90;ASSINATURAS;Nubank;Crédito;Fixa;Willian;dezembro;2023;sábado;Final de Semana;Dentro da Média
16/12/2023;Uber *Uber *Trip;R$ 9,95;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
17/12/2023;Apple.Com/Bill;R$ 4,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2023;domingo;Final de Semana;Dentro da Média
17/12/2023;Uber trip;R$ 14,94;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;domingo;Final de Semana;Dentro da Média
18/12/2023;Uber trip;R$ 29,94;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;segunda-feira;Dias Úteis;Acima da Média
19/12/2023;amazon canais (hbo);R$ 9,90;ASSINATURAS;Neon;Crédito;Fixa;Willian;dezembro;2023;terça-feira;Dias Úteis;Dentro da Média
19/12/2023;Uber *Uber *Trip;R$ 13,90;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;terça-feira;Dias Úteis;Dentro da Média
20/12/2023;agua novembro;R$ 87,71;AGUA;Bradesco;A vista;Variável;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;panetone isa;R$ 45,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;amigo doce + marcilene;R$ 43,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;Smith 11/12;R$ 30,00;ASSINATURAS;Bradesco;A vista;Fixa;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;spotify;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;dezembro;2023;quarta-feira;Dias Úteis;Dentro da Média
20/12/2023;internet;R$ 100,00;INTERNET;Bradesco;A vista;Fixa;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;luz;R$ 114,15;LUZ;Bradesco;A vista;Fixa;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;tim;R$ 58,99;TELEFONE;Bradesco;A vista;Fixa;Willian;dezembro;2023;quarta-feira;Dias Úteis;Acima da Média
20/12/2023;Uber *Uber *Trip;R$ 14,92;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;quarta-feira;Dias Úteis;Dentro da Média
21/12/2023;uber;R$ 4,62;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;quinta-feira;Dias Úteis;Dentro da Média
22/12/2023;Uber *Uber *Trip;R$ 5,50;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sexta-feira;Final de Semana;Dentro da Média
23/12/2023;Uber *Uber *Trip;R$ 11,99;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
23/12/2023;Uber *Uber *Trip;R$ 11,93;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
24/12/2023;Uber *Uber *Trip;R$ 10,93;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;domingo;Final de Semana;Dentro da Média
24/12/2023;Uber *Uber *Trip;R$ 13,90;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;domingo;Final de Semana;Dentro da Média
24/12/2023;uber;R$ 14,95;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;domingo;Final de Semana;Dentro da Média
25/12/2023;Ifd*Galetos Restaurant;R$ 23,99;ALIMENTACAO;Nubank;Crédito;Variável;Willian;dezembro;2023;segunda-feira;Dias Úteis;Dentro da Média
26/12/2023;Uber *Uber *Trip;R$ 14,99;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;terça-feira;Dias Úteis;Dentro da Média
26/12/2023;Uber *Uber *Trip;R$ 4,99;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;terça-feira;Dias Úteis;Dentro da Média
26/12/2023;uber;R$ 19,90;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;terça-feira;Dias Úteis;Dentro da Média
26/12/2023;uber;R$ 13,62;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;terça-feira;Dias Úteis;Dentro da Média
27/12/2023;uber;R$ 4,59;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;quarta-feira;Dias Úteis;Dentro da Média
30/12/2023;Uber Uber *Trip Help.U;R$ 12,92;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
30/12/2023;Uber *Uber *Trip;R$ 13,24;TRANSPORTE;Nubank;Crédito;Variável;Mallu;dezembro;2023;sábado;Final de Semana;Dentro da Média
31/12/2023;Dm*Spotify;R$ 11,90;ASSINATURAS;Nubank;Crédito;Fixa;Mallu;dezembro;2023;domingo;Final de Semana;Dentro da Média
31/12/2023;uber;R$ 13,96;TRANSPORTE;Neon;Crédito;Variável;Willian;dezembro;2023;domingo;Final de Semana;Dentro da Média
02/01/2024;DES: Selma Batista da Silv 30/12;R$ 30,00;OUTROS;Bradesco;A vista;Variável;Willian;janeiro;2024;terça-feira;Dias Úteis;Acima da Média
02/01/2024;DES: Maria de Lourdes da S 30/12;R$ 36,00;OUTROS;Bradesco;A vista;Variável;Willian;janeiro;2024;terça-feira;Dias Úteis;Acima da Média
02/01/2024;DES: THAYANE SHYARA DO NAS 31/12;R$ 8,00;ALIMENTACAO;Bradesco;A vista;Variável;Willian;janeiro;2024;terça-feira;Dias Úteis;Dentro da Média
02/01/2024;DES: PAGBRASIL PAGAMENTOS 01/01;R$ 2,49;OUTROS;Bradesco;A vista;Variável;Willian;janeiro;2024;terça-feira;Dias Úteis;Dentro da Média
02/01/2024;DES: Ambev SA 31/12;R$ 29,01;OUTROS;Bradesco;A vista;Variável;Willian;janeiro;2024;terça-feira;Dias Úteis;Acima da Média
05/01/2024;DES: ECLEMILDA PEREIRA DA 05/01;R$ 479,24;COMPRAS;Bradesco;A vista;Fixa;Willian;janeiro;2024;sexta-feira;Final de Semana;Acima da Média
05/01/2024;DES: Anderson Gomes Cunha 05/01;R$ 5,80;ASSINATURAS;Bradesco;A vista;Fixa;Willian;janeiro;2024;sexta-feira;Final de Semana;Dentro da Média
05/01/2024;DES: Joseph Smith Mosiah d 05/01;R$ 30,00;EDUCAÇÃO;Bradesco;A vista;Fixa;Willian;janeiro;2024;sexta-feira;Final de Semana;Acima da Média
